Old_Crime_ID	Crime_ID	Country	Link	Event_year	Event_date	Seizure_co	Seizure_ci	X	Y	N. of fire	Firearm_Ty	Ammunition	Storage	Shooting/h	N. of acto	Actors_nat	Actors_age	Actors_gen	Additional	Source	NUTS_ID
NL0320	NL362	Netherlands	http://veghel.kliknieuws.nl/nieuws/173706/man-opgepakt-voor-bedreiging-plaatsgenoot	2014.0	2014-02-08T00:00:00Z	Netherlands	Schijndel	5.43438	51.61882	1.0	Other	N/A	House	N/A	1.0	N/A	26.0	M	Other:Firearm similar object	Press review	NL41
NL0053	NL363	Netherlands	https://www.politie.nl/nieuws/2014/februari/11/02-ede-–-mannen-aangehouden-wegens-vuurwapenbezit.html	2014.0	2014-02-10T00:00:00Z	Netherlands	Ede	5.66881	52.04166	1.0	N/A	Yes	House	N/A	2.0	N/A;N/A	22;24	M;M		Press release LEA	NL13
NL0321	NL364	Netherlands	http://112vallei.nl/page/Nieuwsdetail/20523/pistool-aangetroffen-op-slaapkamer-edenaren	2014.0	2014-02-10T00:00:00Z	Netherlands	Ede	5.66881	52.04166	1.0	N/A	Yes	House	N/A	2.0	Dutch;Dutch	22;24	M;M		Press review	NL22
NL0322	NL365	Netherlands	http://www.bndestem.nl/regio/zeeland/politie-houdt-twee-mensen-aan-tijdens-controles-zeeuws-vlaanderen-1.4219814	2014.0	2014-02-14T00:00:00Z	Netherlands	Hulst	4.05434	51.28026	1.0	N/A	N/A	Car	N/A	1.0	Dutch	18.0	M		Press review	NL34
NL0323	NL366	Netherlands	http://www.refdag.nl/nieuws/anp/binnenland/bejaarde_bedreigt_kinderen_met_vuurwapen_1_807057?localLinksEnabled=false	2014.0	2014-02-18T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	2.0	Other;Other	N/A	House	N/A	1.0	N/A	75.0	M	Others:Air gun,Cap gun	Press review	NL11
NL0094	NL367	Netherlands	https://www.politie.nl/nieuws/2015/maart/1/01-bromfietser-aangehouden-wegens-bezit-pistool.html	2015.0	2014-02-28T00:00:00Z	Netherlands	Leeuwarden	5.7913	53.20341	1.0	N/A	Yes	N/A	N/A	1.0	N/A	47.0	M		Press release LEA	NL13
NL0324	NL368	Netherlands	http://www.omroepwest.nl/nieuws/28-02-2014/vuurwapens-bij-vechtpartij-katwijkse-woning	2014.0	2014-02-28T00:00:00Z	Netherlands	Katwijk	4.40772	52.20124	3.0	N/A;N/A;Other	Yes	House	N/A	3.0	Dutch;Dutch;Dutch	28;33;39	M;M;M	Other:Air gun	Press review	NL33
NL0095	NL369	Netherlands	https://www.politie.nl/nieuws/2015/maart/2/08-man-aangehouden-voor-verboden-wapenbezit.html	2015.0	2014-03-01T00:00:00Z	Netherlands	Hoogerheide	4.322509	51.423837	1.0	N/A	Yes	Car	N/A	1.0	N/A	55.0	M		Press release LEA	NL22
NL0054	NL370	Netherlands	https://www.politie.nl/nieuws/2014/maart/7/04-man-met-geweer-aangehouden.html	2014.0	2014-03-06T00:00:00Z	Netherlands	Enkhuizen	5.284114	52.714813	1.0	Rifle	N/A	Car	N/A	1.0	N/A	36.0	M		Press release LEA	NL32
NL0325	NL371	Netherlands	http://www.dvhn.nl/nieuws/groningen/article11002923.ece/Duitser-met-40.000-euro-opgepakt-in-Winschoten	2014.0	2014-03-07T00:00:00Z	Netherlands	Winschoten	7.03985	53.14298	1.0	N/A	N/A	Other	N/A	1.0	German	46.0	M	Storage:Pub	Press review	NL11
NL0326	NL372	Netherlands	http://www.ad.nl/ad/nl/1040/Den-Haag/article/detail/3613693/2014/03/15/Markante-Hagenaar-John-Vinck-dood-gevonden.dhtml	2014.0	2014-03-12T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	3.0	N/A;N/A;N/A	N/A	House	Yes	1.0	Dutch	60.0	M		Press review	NL33
NL0327	NL373	Netherlands	http://www.dichtbij.nl/west-friesland/112/artikel/3425788/man-met-wapen-in-auto-betrapt-in-berkhout.aspx	2014.0	2014-03-14T00:00:00Z	Netherlands	Berkhout	4.994142	52.636683	1.0	N/A	N/A	Car	N/A	1.0	Dutch	27.0	M		Press review	NL32
NL0328	NL374	Netherlands	http://112vallei.nl/page/Nieuwsdetail/20827/nijkerkse-automobilist-in-bezit-van-wapen-en-mes	2014.0	2014-03-14T00:00:00Z	Netherlands	Nijkerk	5.48334	52.22265	1.0	N/A	N/A	Car	N/A	1.0	Dutch	23.0	M		Press review	NL22
NL0055	NL375	Netherlands	https://www.politie.nl/nieuws/2014/maart/17/05-fransen-beslechten-ruzie-met-nepvuurwapen.html	2014.0	2014-03-16T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	1.0	Other	Yes	Car	Yes	3.0	N/A;N/A;N/A	19-22;19-22;19-22	M;M;M	Replica Pistol Model: Colt 1911	Press release LEA	NL22
NL0056	NL376	Netherlands	https://www.politie.nl/nieuws/2014/maart/18/02-heerde-–-vuurwapen-inbeslag-genomen.html	2014.0	2014-03-18T00:00:00Z	Netherlands	Heerde	6.04087	52.387	2.0	Other;Other	N/A	House	N/A	1.0	N/A	18.0	M	Replica Pistol	Press release LEA	NL12
NL0329	NL377	Netherlands	http://www.destentor.nl/regio/heerde/politie-vindt-pistolen-bij-heerdenaar-1.4272803	2014.0	2014-03-18T00:00:00Z	Netherlands	Heerde	6.04087	52.387	2.0	Other;Other	N/A	House	N/A	1.0	Dutch	18.0	M	Others:Rifle bullet,Plastic gun	Press review	NL22
NL0330	NL378	Netherlands	http://www.dichtbij.nl/noord-kennemerland/112/artikel/3432044/man-uit-velsen-bedreigd-vriendin-met-geweer.aspx	2014.0	2014-03-18T00:00:00Z	Netherlands	Velsen (Region)	-	-	1.0	Rifle	N/A	House	N/A	1.0	Dutch	50.0	M		Press review	
NL0331	NL379	Netherlands	http://www.waldnet.nl/wn/nieuws/44076/Twee_mannen_opgepakt_vanwege_wapenhandel.html	2014.0	2014-03-19T00:00:00Z	Netherlands	Augustinusga	6.16037	53.217915	1.0	N/A	N/A	House	N/A	1.0	N/A	75.0	M		Press review	NL12
NL0332	NL380	Netherlands	http://www.bndestem.nl/regio/moerdijk/man-dreigt-echtgenote-en-zichzelf-dood-te-schieten-in-moerdijk-1.4277095	2014.0	2014-03-19T00:00:00Z	Netherlands	Moerdijk	4.619935	51.69851	1.0	N/A	N/A	Other	N/A	1.0	N/A	47.0	M	Storage:Barn	Press review	NL41
NL0057	NL381	Netherlands	https://www.politie.nl/nieuws/2014/maart/12/08-vuurwapen-blijkt-aansteker.html	2014.0	2014-03-21T00:00:00Z	Netherlands	Klein Zundert	4.654527	51.480648	1.0	Other	N/A	Car	N/A	1.0	N/A	57.0	M	Replica Pistol (lighter)	Press release LEA	NL41
NL0058	NL382	Netherlands	https://www.politie.nl/nieuws/2014/maart/29/08-tilburger-met-doorgeladen-pistool-aangehouden.html	2014.0	2014-03-28T00:00:00Z	Netherlands	Loon op Zand	5.07421	51.626806	1.0	N/A	N/A	N/A	N/A	1.0	N/A	26.0	M		Press release LEA	NL31
NL0333	NL383	Netherlands	http://www.blikopnieuws.nl/bericht/211864/35-kilo-coca-ne-dubbele-bodem-auto-rotterdam	2014.0	2014-04-08T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	1.0	N/A	N/A	House	N/A	2.0	N/A;N/A	26;31	F;F		Press review	NL33
NL0334	NL384	Netherlands	http://www.blikopnieuws.nl/bericht/211874/politie-ruimt-dertien-hennepkwekerijen-rond-tilburg	2014.0	2014-04-09T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	1.0	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A		Press review	NL41
NL0059	NL385	Netherlands	https://www.politie.nl/nieuws/2014/april/12/08-antiek-pistool-leidt-tot-commotie-in-roosendaal.html	2014.0	2014-04-11T00:00:00Z	Netherlands	Roosendaal	4.45984	51.53156	1.0	Other	N/A	N/A	N/A	1.0	N/A	57.0	M	Antique Gun	Press release LEA	NL41
NL0335	NL386	Netherlands	http://www.dichtbij.nl/eemland/112/artikel/3469721/automobilist-bedreigd-met-vuurwapen-op-a1.aspx	2014.0	2014-04-11T00:00:00Z	Netherlands	Eemnes	5.264341	52.259163	1.0	N/A	N/A	Car	N/A	2.0	Dutch;Dutch	19;20	M;M		Press review	NL31
NL0336	NL387	Netherlands	http://www.nd.nl/artikelen/2014/april/12/doofheid-mondt-uit-in-bedreiging-met-antiek-pistoo;http://www.hartvannederland.nl/algemeen/2014/antiek-pistool-zorgt-voor-misverstand/	2014.0	2014-04-11T00:00:00Z	Netherlands	Roosendaal	4.45984	51.53156	1.0	Other	N/A	House	N/A	1.0	N/A	30.0	M	Other:Antique pistol	Press review	NL41
NL0337	NL388	Netherlands	http://www.nd.nl/artikelen/2014/april/25/politie-lost-schoten-in-nijmegen-en-rotterdam	2014.0	2014-04-25T00:00:00Z	Netherlands	Nijmegen	5.85865	51.84168	1.0	N/A	N/A	Other	N/A	2.0	Dutch;Dutch	15;15	M;M	Storage:Police station	Press review	NL22
NL0060	NL389	Netherlands	https://www.politie.nl/nieuws/2014/mei/1/07-twee-aanhoudingen-na-vuurwapenvondst-in-dordrecht.html	2014.0	2014-04-30T00:00:00Z	Netherlands	Dordrecht	4.6678	51.81131	1.0	N/A	Yes	House	N/A	2.0	N/A;N/A	26;28	F;M		Press release LEA	NL32
NL0338	NL390	Netherlands	http://oss.kliknieuws.nl/nieuws/178408/vier-mannen-opgepakt-na-poging-inbraak	2014.0	2014-04-30T00:00:00Z	Netherlands	Oss	5.52638	51.76607	1.0	N/A	N/A	Other	N/A	2.0	Dutch;N/A	22;31	M;M	Storage:Street	Press review	NL41
NL0061	NL391	Netherlands	https://www.politie.nl/nieuws/2014/mei/2/02-arnhem-–-arnhemmer-opgepakt-om-vuurwapenbezit.html	2014.0	2014-05-01T00:00:00Z	Netherlands	Arnhem	5.91241	51.97973	1.0	N/A	N/A	House	N/A	1.0	N/A	42.0	M		Press release LEA	NL41
NL0339	NL392	Netherlands	http://www.parool.nl/parool/nl/7/MISDAAD/article/detail/3646327/2014/05/01/Man-in-scootmobiel-trekt-vuurwapen-na-ruzie-Westerstraat.dhtml	2014.0	2014-05-01T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	1.0	N/A	N/A	Other	N/A	1.0	N/A	N/A	M	Storage:Street	Press review	NL32
NL0062	NL393	Netherlands	https://www.politie.nl/nieuws/2014/mei/4/01man-met-pistool-op-gestolen-fiets.html	2014.0	2014-05-04T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	N/A	N/A	N/A	N/A	1.0	N/A	43.0	M		Press release LEA	NL41
NL0340	NL394	Netherlands	http://www.rtvnoord.nl/artikel/artikel.asp?p=133702	2014.0	2014-05-07T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	2.0	Other:Revolver	Yes	House	Yes	1.0	Dutch	43.0	M	Other:Air gun	Press review	NL11
NL0341	NL395	Netherlands	http://www.lc.nl/friesland/article17070343.ece/Speed%2C-vuurwerk-en-neppistool-in-auto-	2014.0	2014-05-09T00:00:00Z	Netherlands	Noordwolde	6.140619	52.889047	1.0	Other	N/A	Car	N/A	1.0	Dutch	23.0	M	Other:Neppistool	Press review	NL12
NL0342	NL396	Netherlands	http://www.l1.nl/nieuws/255143-aanhouding-eijsden-wegens-nepvuurwapens?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:%20l1/nieuws%20%28L1%20Nieuws%29	2014.0	2014-05-15T00:00:00Z	Netherlands	Eijsden	5.71241	50.77851	N/A	N/A	N/A	N/A	N/A	3.0	Dutch;Dutch;Dutch	18-23;18-23;18-23	M;M;M	Are seized fake weapons	Press review	NL42
NL0343	NL397	Netherlands	http://www.dvhn.nl/nieuws/drenthe/article11236893.ece/Kinderen-vinden-pistool-en-bivakmuts	2014.0	2014-05-17T00:00:00Z	Netherlands	Emmen	6.89482	52.78769	1.0	Other	N/A	N/A	N/A	1.0	N/A	N/A	N/A	Other:Fireworks pistol	Press review	NL13
NL0344	NL398	Netherlands	http://www.blikopnieuws.nl/bericht/213006/man-zwaait-met-jachtgeweer-en-raakt-gewond-na-sprong-uit-raam	2014.0	2014-05-18T00:00:00Z	Netherlands	Geldrop	5.55713	51.42216	1.0	Shotgun	N/A	N/A	N/A	1.0	N/A	51.0	M		Press review	NL41
NL0345	NL399	Netherlands	http://www.dichtbij.nl/noord-kennemerland/112/artikel/3524592/man-met-vuurwapen-aangehouden-op-kuenenplein.aspx	2014.0	2014-05-18T00:00:00Z	Netherlands	Beverwijk	4.65815	52.48578	1.0	N/A	N/A	Other	N/A	1.0	Dutch	34.0	M	Storage:Square	Press review	NL32
NL0346	NL400	Netherlands	http://www.gelderlander.nl/regio/achterhoek/arrestaties-langs-a12-beek-bij-grote-grenscontrole-1.4373059	2014.0	2014-05-22T00:00:00Z	Netherlands	Beek	5.79675	50.93897	1.0	Pistol	N/A	Car	N/A	2.0	N/A;N/A	30;31	N/A;N/A	Model:PAK Walther P88 9	Press review	NL42
NL0347	NL401	Netherlands	http://www.parool.nl/parool/nl/7/MISDAAD/article/detail/3664223/2014/05/31/Ruim-tachtig-kogelgaten-in-lijk-Gwenette-Martha.dhtml	2014.0	2014-05-22T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	2.0	Machine gun;Rifle	N/A	Car	Yes	1.0	N/A	N/A	M	Model:Kalashnikov 	Press review	NL32
NL0348	NL402	Netherlands	http://www.blikopnieuws.nl/bericht/213574/aanhoudingen-onderzoek-schiet-en-steekincident-groningen	2014.0	2014-05-24T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	N/A	N/A	N/A	Yes	1.0	Dutch	26.0	M		Press review	NL11
NL0349	NL403	Netherlands	http://www.ad.nl/ad/nl/1038/Rotterdam/article/detail/3661980/2014/05/26/Opnieuw-slachtoffer-bij-schietincident-Rotterdam-Zuid.dhtml	2014.0	2014-05-26T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	1.0	N/A	N/A	Other	Yes	2.0	N/A;N/A	N/A;N/A	M;M	Storage:Street	Press review	NL33
NL0350	NL404	Netherlands	http://www.rtvnoord.nl/artikel/artikel.asp?p=134548	2014.0	2014-05-28T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	Other	N/A	N/A	N/A	1.0	N/A	N/A	M	Other:Pellet gun	Press review	NL11
NL0351	NL405	Netherlands	http://www.blikopnieuws.nl/bericht/213574/aanhoudingen-onderzoek-schiet-en-steekincident-groningen	2014.0	2014-05-28T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	N/A	N/A	N/A	Yes	1.0	Dutch	21.0	M		Press review	NL11
NL0352	NL406	Netherlands	http://gelrenieuws.nl/2014/05/apeldoorner-18-met-wapens-opgepakt.html	2014.0	2014-05-29T00:00:00Z	Netherlands	Apeldoorn	5.96462	52.21627	2.0	Other;Other	N/A	Car	N/A	1.0	Dutch	18.0	M	Others:Ball gun,Gas pistol	Press review	NL22
NL0353	NL407	Netherlands	http://www.dichtbij.nl/duin-en-bollenstreek/112/artikel/3559679/nepwapens-in-woning-arthur-van-schendelplein.aspx	2014.0	2014-05-30T00:00:00Z	Netherlands	Hillegom 	4.5787	52.2916	11.0	Other;Other;Other;Other;Other;Other;Other;Other;Other;Other;Other	Yes	House	N/A	1.0	N/A	43.0	M	Others:Fake weapon	Press review	NL33
NL0354	NL408	Netherlands	http://www.bd.nl/regio/tilburg-en-omgeving/tilburg/agenten-vinden-wapens-in-belgische-auto-1.4386625	2014.0	2014-06-02T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	2.0	Other;Other	N/A	Car	N/A	3.0	Belgian;Belgian;Dutch	22;23;21	M;M;M	Others:Airsoft weapon;Plastic balls pistol	Press review	NL41
NL0355	NL409	Netherlands	http://www.limburger.nl/article/20140603/RegionIEUWS02/140609543/1030#Twee_arrestaties_bij_grote_hennepactie	2014.0	2014-06-03T00:00:00Z	Netherlands	Blerick	6.148395	51.369043	1.0	N/A	N/A	Other	N/A	2.0	Dutch;Dutch	40;30	F;M	Storage:Building	Press review	NL42
NL0356	NL410	Netherlands	http://www.rtvnh.nl/nieuws/144926/Gewonde+bij+schietpartij+in+IJmuiden+%5Bupdate%5D	2014.0	2014-06-07T00:00:00Z	Netherlands	IJmuiden	4.62537	52.45975	1.0	N/A	N/A	Other	Yes	1.0	Dutch	20.0	M	Storage:Street	Press review	NL32
NL0357	NL411	Netherlands	http://www.telegraaf.nl/binnenland/22716114/__Wapens_bij_fouillering_ontdekt__.html;http://www.gelderlander.nl/regio/nijmegen/zenuwachtige-nijmegenaren-hebben-wapens-op-zak-1.4395065	2014.0	2014-06-08T00:00:00Z	Netherlands	Nijmegen	5.85865	51.84168	1.0	N/A	N/A	Car	N/A	2.0	Dutch;Dutch	21;31	M;M		Press review	NL22
NL0063	NL412	Netherlands	https://www.politie.nl/nieuws/2014/juni/11/08-wapen-oost-souburg.html	2014.0	2014-06-11T00:00:00Z	Netherlands	Oost-Souburg	3.604655	51.467468	1.0	N/A	N/A	House	Yes	1.0	N/A	24.0	M		Press release LEA	NL32
NL0358	NL413	Netherlands	http://www.hvzeeland.nl/nieuws/24471-geweer-in-beslag-genomen-in-souburg/	2014.0	2014-06-11T00:00:00Z	Netherlands	Oost-Souburg	3.604655	51.467468	1.0	Shotgun	N/A	House	N/A	1.0	N/A	24.0	M		Press review	NL34
NL0064	NL414	Netherlands	https://www.politie.nl/nieuws/2014/juni/14/07-politie-vindt-hennep-in-zakken-hondenvoer.html	2014.0	2014-06-13T00:00:00Z	Netherlands	Rotterdam	4.47078	51.92269	2.0	N/A;Pistol	Yes	Other	N/A	N/A	N/A	N/A	N/A	Drug possession;Other: office	Press release LEA	NL22
NL0359	NL415	Netherlands	http://www.bndestem.nl/regio/brabant/voor-huiselijk-geweld-opgepakte-tilburger-heeft-vuurwapen-1.4404527	2014.0	2014-06-13T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	1.0	N/A	N/A	House	N/A	1.0	N/A	44.0	M		Press review	NL41
NL0065	NL416	Netherlands	https://www.politie.nl/nieuws/2014/juni/15/01-man-aangehouden-na-bedreiging-met-vuurwapen.html	2014.0	2014-06-14T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	N/A	N/A	N/A	House	N/A	1.0	N/A	52.0	M		Press release LEA	NL41
NL0360	NL417	Netherlands	http://www.blikopnieuws.nl/bericht/213817/agenten-gewond-bij-aanhouding-woning	2014.0	2014-06-15T00:00:00Z	Netherlands	Veendam	6.87631	53.1069	1.0	N/A	Yes	House	N/A	3.0	N/A;Dutch;Dutch	27;22;27	F;M;M		Press review	NL11
NL0066	NL418	Netherlands	https://www.politie.nl/nieuws/2014/juni/21/01-vuurwapen-in-auto.html	2014.0	2014-06-20T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	N/A	N/A	Car	N/A	2.0	N/A;N/A	24;26	M;M		Press release LEA	NL41
NL0067	NL419	Netherlands	https://www.politie.nl/nieuws/2014/juni/22/08-dronken-man-heeft-geweer-op-de-bank-liggen.html	2014.0	2014-06-21T00:00:00Z	Netherlands	Aardenburg	3.442879	51.271094	1.0	Rifle	N/A	House	N/A	1.0	N/A	43.0	M		Press release LEA	NL34
NL0068	NL420	Netherlands	https://www.politie.nl/nieuws/2014/juni/23/06-den-haag---verboden-wapens-gevonden-na-bedreiging.html	2014.0	2014-06-22T00:00:00Z	Netherlands	The Hague	4.31109	52.07921	3.0	Other;Other;Other	N/A	House	N/A	1.0	N/A	43.0	M	Replica Pistol;Air Rifle;Paintball Gun	Press release LEA	NL41
NL0069	NL421	Netherlands	https://www.politie.nl/nieuws/2014/juni/28/01politie-houdt-man-aan-voor-bedreiging-met-vuurwapen.html	2014.0	2014-06-27T00:00:00Z	Netherlands	Wehe-Den Hoorn	6.416798	53.359875	2.0	Pistol;Pistol	Yes	House	N/A	1.0	N/A	21.0	M		Press release LEA	NL41
NL0361	NL422	Netherlands	http://www.blikopnieuws.nl/bericht/214184/politie-vindt-huis-pistolen-en-ploertendoder-na-ruzie-opfacebook;http://www.blikopnieuws.nl/2014/vijftien-aanhoudingen-tijdens-drukke-tt-nacht	2014.0	2014-06-27T00:00:00Z	Netherlands	Wehe-Den Hoorn	6.416798	53.359875	2.0	Pistol;Pistol	Yes	House	N/A	1.0	N/A	21.0	M		Press review	NL11
NL0362	NL423	Netherlands	http://www.blikopnieuws.nl/2014/agent-lost-schot-nadat-jongen-vuurwapen-hem-richt	2014.0	2014-06-30T00:00:00Z	Netherlands	Goes	3.88703	51.50214	1.0	N/A	N/A	Other	N/A	2.0	Dutch;Dutch	16;17	M;M	Storage:Police station	Press review	NL34
NL0363	NL424	Netherlands	http://www.rtvnh.nl/nieuws/147173/Dappere+boa%27s+pakken+militair+wapen+af+van+schietend+trio	2014.0	2014-07-01T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	1.0	Machine gun	N/A	N/A	N/A	3.0	N/A;N/A;N/A	N/A;N/A;N/A	F;M;M	Model:Colt M4 Carbine	Press review	NL32
NL0364	NL425	Netherlands	http://www.rtvnh.nl/nieuws/146598/Mysterieuze+%27schietpartij%27+Amsterdam-West	2014.0	2014-07-04T00:00:00Z	Netherlands	Amsterdam	4.89094	52.3738	1.0	Other	N/A	Other	Yes	1.0	N/A	N/A	N/A	Other:Firearm similar object;Storage:Café	Press review	NL32
NL0365	NL426	Netherlands	http://www.nd.nl/artikelen/2014/juli/11/wapens-en-vuurwerk-gevonden-bij-lid-no-surrender	2014.0	2014-07-11T00:00:00Z	Netherlands	Schijndel	5.43438	51.61882	1.0	N/A	Yes	House	N/A	1.0	N/A	N/A	M	Other:Imitation weapon	Press review	NL41
NL0070	NL427	Netherlands	https://www.politie.nl/nieuws/2014/juli/14/08-politie-vindt-drugs-en-vuurwapen-bij-verkeersovertreder.html	2014.0	2014-07-13T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	1.0	Pistol	Yes	Car	N/A	2.0	N/A;N/A	19;31	N/A;N/A	drug possession	Press release LEA	NL11
NL0366	NL428	Netherlands	http://www.flitsnieuws.nl/index.php?p=95985/man-aangehouden-voor-diefstal-buitenboordmotor-2/	2014.0	2014-07-21T00:00:00Z	Netherlands	Earnewâld	5.9389710000000004	53.132058	1.0	Other	N/A	N/A	N/A	1.0	N/A	23.0	M	Other:Imitation weapon	Press review	NL12
NL0367	NL429	Netherlands	http://www.gelderlander.nl/regio/de-vallei/11-vuurwapens-en-scherpe-munitie-gevonden-in-huis-lunteren-1.4459869	2014.0	2014-07-21T00:00:00Z	Netherlands	Lunteren	5.614893	52.093462	11.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Yes	House	N/A	1.0	Dutch	46.0	M	Are found revolvers,pistols and some rifles,including one called riotgun	Press review	NL22
NL0368	NL430	Netherlands	http://www.bd.nl/regio/regio-oss-en-uden/oss/politie-oss-neemt-luchtbuks-in-beslag-na-klacht-voorbijganger-1.4459960	2014.0	2014-07-22T00:00:00Z	Netherlands	Oss	5.52638	51.76607	1.0	Other	N/A	House	N/A	1.0	Dutch	N/A	M	Other:Air rifle	Press review	NL41
NL0369	NL431	Netherlands	http://www.112groningen.nl/Groningen/nieuws/24156/veel-drugs-en-een-wapen-na-brandje-stokerflat-video.html	2014.0	2014-07-27T00:00:00Z	Netherlands	Groningen	6.56779	53.21489	1.0	N/A	N/A	House	N/A	1.0	Dutch	27.0	M		Press review	NL11
NL0370	NL432	Netherlands	http://oss.kliknieuws.nl/nieuws/182416/politie-treft-vuurwapen-aan-in-nistelrode	2014.0	2014-07-30T00:00:00Z	Netherlands	Nistelrode	5.556157	51.701216	1.0	N/A	N/A	House	N/A	1.0	Dutch	48.0	M		Press review	NL41
NL0371	NL433	Netherlands	http://www.dichtbij.nl/eemland/Regionaal-nieuws/artikel/3648697/politie-vindt-pistool-in-auto.aspx	2014.0	2014-08-10T00:00:00Z	Netherlands	Baarn	5.29268	52.21203	1.0	N/A	Yes	Car	N/A	1.0	N/A	N/A	M		Press review	NL31
NL0071	NL434	Netherlands	https://www.politie.nl/nieuws/2014/augustus/13/08-man-loopt-met-pistool-rond.html	2014.0	2014-08-12T00:00:00Z	Netherlands	Bergen op Zoom	4.28782	51.49409	1.0	N/A	N/A	N/A	N/A	1.0	N/A	29.0	M		Press release LEA	NL12
NL0372	NL435	Netherlands	http://www.dichtbij.nl/waterland/112/artikel/3652045/purmerender-in-auto-betrapt-met-vuurwapen.aspx	2014.0	2014-08-12T00:00:00Z	Netherlands	Purmerend	4.94501	52.50995	1.0	N/A	N/A	Car	N/A	1.0	Dutch	24.0	M		Press review	NL32
NL0373	NL436	Netherlands	http://www.nd.nl/artikelen/2014/augustus/15/granaten-en-vuurwapens-gevonden-in-woning-rijswijk	2014.0	2014-08-13T00:00:00Z	Netherlands	Rijswijk	4.32247	52.04163	N/A	N/A	Yes	House	N/A	1.0	Dutch	68.0	M	Are found firearms	Press review	NL33
NL0072	NL437	Netherlands	https://www.politie.nl/nieuws/2014/augustus/14/02-zwolle-–-aangehouden-voor-verboden-wapenbezit.html	2014.0	2014-08-14T00:00:00Z	Netherlands	Zwolle	6.08639	52.511641	1.0	Other	N/A	N/A	N/A	1.0	N/A	19.0	M	Replica Pistol	Press release LEA	NL41
NL0374	NL438	Netherlands	http://www.bndestem.nl/regio/oosterhout/terheijden/controle-terheijden-bredanaar-heeft-nepwapen-in-auto-liggen-1.4490276	2014.0	2014-08-14T00:00:00Z	Netherlands	Terheijden	4.747743	51.645579	1.0	N/A	N/A	Car	N/A	1.0	Dutch	27.0	M		Press review	NL41
NL0375	NL439	Netherlands	http://www.dichtbij.nl/eemland/112/artikel/3656831/man-met-antieke-revolver-pikt-lokfiets.aspx	2014.0	2014-08-17T00:00:00Z	Netherlands	Amersfoort	5.38892	52.1566	1.0	Other	N/A	Other	N/A	1.0	Dutch	26.0	M	Other:Antique revolver;Storage:Station	Press review	NL31
NL0376	NL440	Netherlands	http://www.112zeeland.nl/index.php?mact=News,cntnt01,detail,0&cntnt01articleid=10028&cntnt01returnid=15	2014.0	2014-08-21T00:00:00Z	Netherlands	N/A	-	-	1.0	N/A	N/A	N/A	N/A	1.0	Dutch	29.0	M	Zeeland Province	Press review	
NL0073	NL441	Netherlands	https://www.politie.nl/nieuws/2014/augustus/28/09-man-met-verboden-wapen-aangehouden.html	2014.0	2014-08-27T00:00:00Z	Netherlands	Oss	5.52638	51.76607	1.0	Other	N/A	N/A	N/A	1.0	N/A	20.0	M	Air Gun	Press release LEA	NL42
NL0074	NL442	Netherlands	https://www.politie.nl/nieuws/2014/augustus/31/08-agenten-nemen-wapen-in-beslag-bij-vechtpartij.html	2014.0	2014-08-31T00:00:00Z	Netherlands	Tilburg	5.09064	51.55521	1.0	Other	N/A	N/A	N/A	1.0	N/A	27.0	M	Alarm Pistol	Press release LEA	NL32
NL0377	NL443	Netherlands	http://www.rijnmond.nl/nieuws/31-08-2014/gewapende-dinergast-overmeesterd-door-politie	2014.0	2014-08-31T00:00:00Z	Netherlands	Zoetermeer	4.49332	52.06049	1.0	Other	N/A	Other	N/A	1.0	American	29.0	M	Other:Fake pistol;Storage:Restaurant	Press review	NL33
NL0378	NL444	Netherlands	http://www.hoogeveen.nu/nieuws/hoogeveen/347980/harddrugs-gevonden-in-woning-adriaan-baasstraat.html	2014.0	2014-09-01T00:00:00Z	Netherlands	Hoogeveen	6.47778	52.7262	1.0	Other	N/A	House	N/A	1.0	N/A	38.0	M	Other:Neppistol	Press review	NL13
